run_id,master_sha256,scenario_seed,assignment_id,scenario_id,annotator_id,outcome,reject_reason_code,mismatch_detail_code,label_status,labeled_at,origin_id,origin_store_id,day_of_week,visit_time,companion_type,gender_code,age_group,available_time_code,budget_code,purpose_code,requested_atmosphere_code,hill_preference,parking_preference,shown_store_id,store_name,category_group,category_main,category_sub,road_address,place_url,representative_item,representative_price_krw,store_atmosphere,parking_available,straight_line_distance_m,estimated_walking_distance_m,estimated_walking_time_min,slope_level,opening_status,parking_status,price_status,shown_store_snapshot
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0115,SCN-0115,A01,REJECTED,INFO_INSUFFICIENT,null,COMPLETED,2026-07-22 04:53:33.308112+00,ORG-S0021,S0021,금,10:00,COUPLE,null,TEENS,NO_PREFERENCE,FREE,BROWSE,LIVELY,AVOID,NO_PREFERENCE,S0012,몬타나 한남,소매,리빙,가구,서울특별시 용산구 이태원로49길 23 2층,https://pcmap.place.naver.com/place/2006595853/home,null,null,조용함,Y,0,0,1,null,OPEN,Y,UNKNOWN,"{""phone"":null,""latitude"":""37.5368722"",""store_id"":""S0012"",""active_yn"":""Y"",""age_group"":""TEENS"",""longitude"":""126.9991706"",""place_url"":""https://pcmap.place.naver.com/place/2006595853/home"",""atmosphere"":""조용함"",""store_name"":""몬타나 한남"",""visit_time"":""10:00"",""budget_code"":""FREE"",""day_of_week"":""금"",""gender_code"":null,""origin_id_x"":""ORG-S0021"",""origin_id_y"":""ORG-S0021"",""scenario_id"":""SCN-0115"",""slope_level"":null,""annotator_id"":""A01"",""category_sub"":""가구"",""price_status"":""UNKNOWN"",""purpose_code"":""BROWSE"",""road_address"":""서울특별시 용산구 이태원로49길 23 2층"",""category_main"":""리빙"",""category_group"":""소매"",""companion_type"":""COUPLE"",""naver_place_id"":""2006595853"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0012"",""atmosphere_code"":""LIVELY"",""hill_preference"":""AVOID"",""origin_store_id"":""S0021"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""60"",""parking_preference"":""NO_PREFERENCE"",""available_time_code"":""NO_PREFERENCE"",""representative_item"":null,""destination_store_id"":""S0012"",""destination_elevation_m"":""60"",""estimated_slope_percent"":null,""estimated_uphill_gain_m"":""0"",""representative_price_krw"":null,""straight_line_distance_m"":""0"",""estimated_walking_time_min"":""1"",""estimated_walking_distance_m"":""0""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0116,SCN-0116,A02,REJECTED,MISMATCH,PURPOSE_MISMATCH,COMPLETED,2026-07-22 04:42:55.493139+00,ORG-S0002,S0002,토,20:00,ALONE,FEMALE,50S,FROM_60_TO_120,UNDER_10000,REST,LIVELY,NO_PREFERENCE,NO_PREFERENCE,S0059,포터리 한남,소매,패션,남성의류,서울특별시 용산구 이태원로55가길 40 LOBBY층 / 1층,https://pcmap.place.naver.com/place/1748852257/home,null,null,조용함,N,106,132,2,평탄,OPEN,N,UNKNOWN,"{""phone"":""02-332-9924"",""latitude"":""37.5367915"",""store_id"":""S0059"",""active_yn"":""Y"",""age_group"":""50S"",""longitude"":""126.9994436"",""place_url"":""https://pcmap.place.naver.com/place/1748852257/home"",""atmosphere"":""조용함"",""store_name"":""포터리 한남"",""visit_time"":""20:00"",""budget_code"":""UNDER_10000"",""day_of_week"":""토"",""gender_code"":""FEMALE"",""origin_id_x"":""ORG-S0002"",""origin_id_y"":""ORG-S0002"",""scenario_id"":""SCN-0116"",""slope_level"":""평탄"",""annotator_id"":""A02"",""category_sub"":""남성의류"",""price_status"":""UNKNOWN"",""purpose_code"":""REST"",""road_address"":""서울특별시 용산구 이태원로55가길 40 LOBBY층 / 1층"",""category_main"":""패션"",""category_group"":""소매"",""companion_type"":""ALONE"",""naver_place_id"":""1748852257"",""opening_status"":""OPEN"",""parking_status"":""N"",""shown_store_id"":""S0059"",""atmosphere_code"":""LIVELY"",""hill_preference"":""NO_PREFERENCE"",""origin_store_id"":""S0002"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""N"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""60"",""parking_preference"":""NO_PREFERENCE"",""available_time_code"":""FROM_60_TO_120"",""representative_item"":null,""destination_store_id"":""S0059"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":null,""straight_line_distance_m"":""106"",""estimated_walking_time_min"":""2"",""estimated_walking_distance_m"":""132""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0117,SCN-0117,A03,ACCEPTED,null,null,COMPLETED,2026-07-22 04:42:11.279674+00,ORG-S0064,S0064,목,09:00,COUPLE,null,40S,UNDER_60,FREE,NO_PREFERENCE,LIVELY,NO_PREFERENCE,NO_PREFERENCE,S0036,아티코,문화·체험,공간대여,장소대여,서울특별시 용산구 이태원로45길 16 2F 201,https://pcmap.place.naver.com/place/1358541228/home,다양한 팝업,null,활기참,Y,151,189,3,평탄,OPEN,Y,UNKNOWN,"{""phone"":""0507-1371-7248"",""latitude"":""37.5364122"",""store_id"":""S0036"",""active_yn"":""Y"",""age_group"":""40S"",""longitude"":""126.9987026"",""place_url"":""https://pcmap.place.naver.com/place/1358541228/home"",""atmosphere"":""활기참"",""store_name"":""아티코"",""visit_time"":""09:00"",""budget_code"":""FREE"",""day_of_week"":""목"",""gender_code"":null,""origin_id_x"":""ORG-S0064"",""origin_id_y"":""ORG-S0064"",""scenario_id"":""SCN-0117"",""slope_level"":""평탄"",""annotator_id"":""A03"",""category_sub"":""장소대여"",""price_status"":""UNKNOWN"",""purpose_code"":""NO_PREFERENCE"",""road_address"":""서울특별시 용산구 이태원로45길 16 2F 201"",""category_main"":""공간대여"",""category_group"":""문화·체험"",""companion_type"":""COUPLE"",""naver_place_id"":""1358541228"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0036"",""atmosphere_code"":""LIVELY"",""hill_preference"":""NO_PREFERENCE"",""origin_store_id"":""S0064"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""활기참"",""origin_elevation_m"":""60"",""parking_preference"":""NO_PREFERENCE"",""available_time_code"":""UNDER_60"",""representative_item"":""다양한 팝업"",""destination_store_id"":""S0036"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":null,""straight_line_distance_m"":""151"",""estimated_walking_time_min"":""3"",""estimated_walking_distance_m"":""189""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0118,SCN-0118,A01,REJECTED,MISMATCH,HILL_MISMATCH,COMPLETED,2026-07-22 04:54:14.593885+00,ORG-S0019,S0019,토,20:00,FRIENDS,null,TEENS,FROM_60_TO_120,FREE,REST,QUIET,NO_PREFERENCE,REQUIRED,S0042,오센트 한남스토어,소매,화장품·향수,향수,서울특별시 용산구 이태원로49길 20 1층 102호,https://pcmap.place.naver.com/place/1531902423/home,산리오 캐릭터스 행잉 퍼퓸,28000.0,조용함,Y,65,82,1,가파름,OPEN,Y,KNOWN,"{""phone"":""0507-1305-1517"",""latitude"":""37.537159"",""store_id"":""S0042"",""active_yn"":""Y"",""age_group"":""TEENS"",""longitude"":""126.9993788"",""place_url"":""https://pcmap.place.naver.com/place/1531902423/home"",""atmosphere"":""조용함"",""store_name"":""오센트 한남스토어"",""visit_time"":""20:00"",""budget_code"":""FREE"",""day_of_week"":""토"",""gender_code"":null,""origin_id_x"":""ORG-S0019"",""origin_id_y"":""ORG-S0019"",""scenario_id"":""SCN-0118"",""slope_level"":""가파름"",""annotator_id"":""A01"",""category_sub"":""향수"",""price_status"":""KNOWN"",""purpose_code"":""REST"",""road_address"":""서울특별시 용산구 이태원로49길 20 1층 102호"",""category_main"":""화장품·향수"",""category_group"":""소매"",""companion_type"":""FRIENDS"",""naver_place_id"":""1531902423"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0042"",""atmosphere_code"":""QUIET"",""hill_preference"":""NO_PREFERENCE"",""origin_store_id"":""S0019"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""42"",""parking_preference"":""REQUIRED"",""available_time_code"":""FROM_60_TO_120"",""representative_item"":""산리오 캐릭터스 행잉 퍼퓸"",""destination_store_id"":""S0042"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""22.1"",""estimated_uphill_gain_m"":""18"",""representative_price_krw"":""28000.0"",""straight_line_distance_m"":""65"",""estimated_walking_time_min"":""1"",""estimated_walking_distance_m"":""82""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0119,SCN-0119,A02,REJECTED,MISMATCH,PROFILE_MISMATCH,COMPLETED,2026-07-22 04:43:11.874682+00,ORG-S0063,S0063,수,18:00,FRIENDS,null,TEENS,NO_PREFERENCE,UNDER_30000,EXPERIENCE,NO_PREFERENCE,NO_PREFERENCE,NO_PREFERENCE,S0064,행오버,F&B,주점,바,서울특별시 용산구 이태원로55가길 26-5 1층,https://pcmap.place.naver.com/restaurant/31840801/home,"한돈 오겹살 수육과 무김치,육젓무침",30000.0,조용함,N,137,172,2,평탄,OPEN,N,KNOWN,"{""phone"":""070-4213-2061"",""latitude"":""37.5374822"",""store_id"":""S0064"",""active_yn"":""Y"",""age_group"":""TEENS"",""longitude"":""126.9997558"",""place_url"":""https://pcmap.place.naver.com/restaurant/31840801/home"",""atmosphere"":""조용함"",""store_name"":""행오버"",""visit_time"":""18:00"",""budget_code"":""UNDER_30000"",""day_of_week"":""수"",""gender_code"":null,""origin_id_x"":""ORG-S0063"",""origin_id_y"":""ORG-S0063"",""scenario_id"":""SCN-0119"",""slope_level"":""평탄"",""annotator_id"":""A02"",""category_sub"":""바"",""price_status"":""KNOWN"",""purpose_code"":""EXPERIENCE"",""road_address"":""서울특별시 용산구 이태원로55가길 26-5 1층"",""category_main"":""주점"",""category_group"":""F&B"",""companion_type"":""FRIENDS"",""naver_place_id"":""31840801"",""opening_status"":""OPEN"",""parking_status"":""N"",""shown_store_id"":""S0064"",""atmosphere_code"":""NO_PREFERENCE"",""hill_preference"":""NO_PREFERENCE"",""origin_store_id"":""S0063"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""N"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""60"",""parking_preference"":""NO_PREFERENCE"",""available_time_code"":""NO_PREFERENCE"",""representative_item"":""한돈 오겹살 수육과 무김치,육젓무침"",""destination_store_id"":""S0064"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":""30000.0"",""straight_line_distance_m"":""137"",""estimated_walking_time_min"":""2"",""estimated_walking_distance_m"":""172""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0120,SCN-0120,A03,REJECTED,MISMATCH,HILL_MISMATCH,COMPLETED,2026-07-22 04:42:31.56235+00,ORG-S0019,S0019,토,16:00,FAMILY,null,null,OVER_120,UNDER_30000,EAT,NO_PREFERENCE,AVOID,NO_PREFERENCE,S0002,낫배드커피 한남,F&B,카페·디저트,카페,서울특별시 용산구 이태원로49길 37 낫배드커피 한남,https://pcmap.place.naver.com/restaurant/1411713405/home,살구 잠봉 포카치아 샌드위치,7900.0,조용함,Y,147,183,2,가파름,OPEN,Y,KNOWN,"{""phone"":""0507-1345-2172"",""latitude"":""37.5372309"",""store_id"":""S0002"",""active_yn"":""Y"",""age_group"":null,""longitude"":""126.9983773"",""place_url"":""https://pcmap.place.naver.com/restaurant/1411713405/home"",""atmosphere"":""조용함"",""store_name"":""낫배드커피 한남"",""visit_time"":""16:00"",""budget_code"":""UNDER_30000"",""day_of_week"":""토"",""gender_code"":null,""origin_id_x"":""ORG-S0019"",""origin_id_y"":""ORG-S0019"",""scenario_id"":""SCN-0120"",""slope_level"":""가파름"",""annotator_id"":""A03"",""category_sub"":""카페"",""price_status"":""KNOWN"",""purpose_code"":""EAT"",""road_address"":""서울특별시 용산구 이태원로49길 37 낫배드커피 한남"",""category_main"":""카페·디저트"",""category_group"":""F&B"",""companion_type"":""FAMILY"",""naver_place_id"":""1411713405"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0002"",""atmosphere_code"":""NO_PREFERENCE"",""hill_preference"":""AVOID"",""origin_store_id"":""S0019"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""42"",""parking_preference"":""NO_PREFERENCE"",""available_time_code"":""OVER_120"",""representative_item"":""살구 잠봉 포카치아 샌드위치"",""destination_store_id"":""S0002"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""9.8"",""estimated_uphill_gain_m"":""18"",""representative_price_krw"":""7900.0"",""straight_line_distance_m"":""147"",""estimated_walking_time_min"":""2"",""estimated_walking_distance_m"":""183""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0121,SCN-0121,A01,REJECTED,MISMATCH,PURPOSE_MISMATCH,COMPLETED,2026-07-22 04:54:42.352633+00,ORG-S0036,S0036,일,19:00,COUPLE,null,60_PLUS,NO_PREFERENCE,UNDER_50000,REST,QUIET,NO_PREFERENCE,NO_PREFERENCE,S0021,빌라에이트,소매,리빙,가구·인테리어,서울특별시 용산구 이태원로49길 23 2층,https://pcmap.place.naver.com/place/767474835/home,색감있는 가구,null,조용함,Y,66,82,1,평탄,OPEN,Y,UNKNOWN,"{""phone"":""02-749-7492"",""latitude"":""37.5368722"",""store_id"":""S0021"",""active_yn"":""Y"",""age_group"":""60_PLUS"",""longitude"":""126.9991706"",""place_url"":""https://pcmap.place.naver.com/place/767474835/home"",""atmosphere"":""조용함"",""store_name"":""빌라에이트"",""visit_time"":""19:00"",""budget_code"":""UNDER_50000"",""day_of_week"":""일"",""gender_code"":null,""origin_id_x"":""ORG-S0036"",""origin_id_y"":""ORG-S0036"",""scenario_id"":""SCN-0121"",""slope_level"":""평탄"",""annotator_id"":""A01"",""category_sub"":""가구·인테리어"",""price_status"":""UNKNOWN"",""purpose_code"":""REST"",""road_address"":""서울특별시 용산구 이태원로49길 23 2층"",""category_main"":""리빙"",""category_group"":""소매"",""companion_type"":""COUPLE"",""naver_place_id"":""767474835"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0021"",""atmosphere_code"":""QUIET"",""hill_preference"":""NO_PREFERENCE"",""origin_store_id"":""S0036"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""60"",""parking_preference"":""NO_PREFERENCE"",""available_time_code"":""NO_PREFERENCE"",""representative_item"":""색감있는 가구"",""destination_store_id"":""S0021"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":null,""straight_line_distance_m"":""66"",""estimated_walking_time_min"":""1"",""estimated_walking_distance_m"":""82""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0122,SCN-0122,A02,ACCEPTED,null,null,COMPLETED,2026-07-22 04:44:01.353181+00,ORG-S0020,S0020,토,18:00,COUPLE,null,TEENS,UNDER_60,UNDER_30000,REST,QUIET,AVOID,NO_PREFERENCE,S0005,뉴스프링프로젝트,문화·체험,전시·예술,갤러리·화랑,서울특별시 용산구 이태원로45길 22,https://pcmap.place.naver.com/place/1036778003/home,null,0.0,조용함,Y,133,166,2,평탄,OPEN,Y,KNOWN,"{""phone"":""0507-1323-0222"",""latitude"":""37.5364754"",""store_id"":""S0005"",""active_yn"":""Y"",""age_group"":""TEENS"",""longitude"":""126.9984339"",""place_url"":""https://pcmap.place.naver.com/place/1036778003/home"",""atmosphere"":""조용함"",""store_name"":""뉴스프링프로젝트"",""visit_time"":""18:00"",""budget_code"":""UNDER_30000"",""day_of_week"":""토"",""gender_code"":null,""origin_id_x"":""ORG-S0020"",""origin_id_y"":""ORG-S0020"",""scenario_id"":""SCN-0122"",""slope_level"":""평탄"",""annotator_id"":""A02"",""category_sub"":""갤러리·화랑"",""price_status"":""KNOWN"",""purpose_code"":""REST"",""road_address"":""서울특별시 용산구 이태원로45길 22"",""category_main"":""전시·예술"",""category_group"":""문화·체험"",""companion_type"":""COUPLE"",""naver_place_id"":""1036778003"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0005"",""atmosphere_code"":""QUIET"",""hill_preference"":""AVOID"",""origin_store_id"":""S0020"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""60"",""parking_preference"":""NO_PREFERENCE"",""available_time_code"":""UNDER_60"",""representative_item"":null,""destination_store_id"":""S0005"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":""0.0"",""straight_line_distance_m"":""133"",""estimated_walking_time_min"":""2"",""estimated_walking_distance_m"":""166""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0123,SCN-0123,A03,ACCEPTED,null,null,COMPLETED,2026-07-22 04:42:44.329121+00,ORG-S0042,S0042,토,14:00,FRIENDS,null,30S,OVER_120,NO_PREFERENCE,NO_PREFERENCE,QUIET,NO_PREFERENCE,NO_PREFERENCE,S0035,아트앤초이스,문화·체험,전시·예술,갤러리·화랑,서울특별시 용산구 이태원로45길 37 1층,https://pcmap.place.naver.com/place/1091370213/home,null,null,조용함,Y,173,217,3,가파름,OPEN,Y,UNKNOWN,"{""phone"":""070-8809-9136"",""latitude"":""37.5366671"",""store_id"":""S0035"",""active_yn"":""Y"",""age_group"":""30S"",""longitude"":""126.9975145"",""place_url"":""https://pcmap.place.naver.com/place/1091370213/home"",""atmosphere"":""조용함"",""store_name"":""아트앤초이스"",""visit_time"":""14:00"",""budget_code"":""NO_PREFERENCE"",""day_of_week"":""토"",""gender_code"":null,""origin_id_x"":""ORG-S0042"",""origin_id_y"":""ORG-S0042"",""scenario_id"":""SCN-0123"",""slope_level"":""가파름"",""annotator_id"":""A03"",""category_sub"":""갤러리·화랑"",""price_status"":""UNKNOWN"",""purpose_code"":""NO_PREFERENCE"",""road_address"":""서울특별시 용산구 이태원로45길 37 1층"",""category_main"":""전시·예술"",""category_group"":""문화·체험"",""companion_type"":""FRIENDS"",""naver_place_id"":""1091370213"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0035"",""atmosphere_code"":""QUIET"",""hill_preference"":""NO_PREFERENCE"",""origin_store_id"":""S0042"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""60"",""parking_preference"":""NO_PREFERENCE"",""available_time_code"":""OVER_120"",""representative_item"":null,""destination_store_id"":""S0035"",""destination_elevation_m"":""86"",""estimated_slope_percent"":""12.0"",""estimated_uphill_gain_m"":""26"",""representative_price_krw"":null,""straight_line_distance_m"":""173"",""estimated_walking_time_min"":""3"",""estimated_walking_distance_m"":""217""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0124,SCN-0124,A01,ACCEPTED,null,null,COMPLETED,2026-07-22 04:54:53.449691+00,ORG-S0022,S0022,일,10:00,FRIENDS,null,30S,UNDER_60,FREE,BROWSE,QUIET,NO_PREFERENCE,NO_PREFERENCE,S0012,몬타나 한남,소매,리빙,가구,서울특별시 용산구 이태원로49길 23 2층,https://pcmap.place.naver.com/place/2006595853/home,null,null,조용함,Y,85,106,1,평탄,OPEN,Y,UNKNOWN,"{""phone"":null,""latitude"":""37.5368722"",""store_id"":""S0012"",""active_yn"":""Y"",""age_group"":""30S"",""longitude"":""126.9991706"",""place_url"":""https://pcmap.place.naver.com/place/2006595853/home"",""atmosphere"":""조용함"",""store_name"":""몬타나 한남"",""visit_time"":""10:00"",""budget_code"":""FREE"",""day_of_week"":""일"",""gender_code"":null,""origin_id_x"":""ORG-S0022"",""origin_id_y"":""ORG-S0022"",""scenario_id"":""SCN-0124"",""slope_level"":""평탄"",""annotator_id"":""A01"",""category_sub"":""가구"",""price_status"":""UNKNOWN"",""purpose_code"":""BROWSE"",""road_address"":""서울특별시 용산구 이태원로49길 23 2층"",""category_main"":""리빙"",""category_group"":""소매"",""companion_type"":""FRIENDS"",""naver_place_id"":""2006595853"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0012"",""atmosphere_code"":""QUIET"",""hill_preference"":""NO_PREFERENCE"",""origin_store_id"":""S0022"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""60"",""parking_preference"":""NO_PREFERENCE"",""available_time_code"":""UNDER_60"",""representative_item"":null,""destination_store_id"":""S0012"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":null,""straight_line_distance_m"":""85"",""estimated_walking_time_min"":""1"",""estimated_walking_distance_m"":""106""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0125,SCN-0125,A02,REJECTED,MISMATCH,PURPOSE_MISMATCH,COMPLETED,2026-07-22 04:44:33.211084+00,ORG-S0035,S0035,일,19:00,COUPLE,null,50S,UNDER_60,UNDER_30000,EXPERIENCE,QUIET,NO_PREFERENCE,NO_PREFERENCE,S0024,스시사와,F&B,음식점,일식,서울특별시 용산구 이태원로55가길 18,https://pcmap.place.naver.com/restaurant/870392464/home,지라시스시,30000.0,조용함,N,258,323,4,평탄,OPEN,N,KNOWN,"{""phone"":""02-797-1112"",""latitude"":""37.5376328"",""store_id"":""S0024"",""active_yn"":""Y"",""age_group"":""50S"",""longitude"":""127.0001811"",""place_url"":""https://pcmap.place.naver.com/restaurant/870392464/home"",""atmosphere"":""조용함"",""store_name"":""스시사와"",""visit_time"":""19:00"",""budget_code"":""UNDER_30000"",""day_of_week"":""일"",""gender_code"":null,""origin_id_x"":""ORG-S0035"",""origin_id_y"":""ORG-S0035"",""scenario_id"":""SCN-0125"",""slope_level"":""평탄"",""annotator_id"":""A02"",""category_sub"":""일식"",""price_status"":""KNOWN"",""purpose_code"":""EXPERIENCE"",""road_address"":""서울특별시 용산구 이태원로55가길 18"",""category_main"":""음식점"",""category_group"":""F&B"",""companion_type"":""COUPLE"",""naver_place_id"":""870392464"",""opening_status"":""OPEN"",""parking_status"":""N"",""shown_store_id"":""S0024"",""atmosphere_code"":""QUIET"",""hill_preference"":""NO_PREFERENCE"",""origin_store_id"":""S0035"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""N"",""atmosphere_display"":""조용함"",""origin_elevation_m"":""86"",""parking_preference"":""NO_PREFERENCE"",""available_time_code"":""UNDER_60"",""representative_item"":""지라시스시"",""destination_store_id"":""S0024"",""destination_elevation_m"":""55"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":""30000.0"",""straight_line_distance_m"":""258"",""estimated_walking_time_min"":""4"",""estimated_walking_distance_m"":""323""}"
run_007,b6e4aed694e8a2521dbd47c8f4531951fbe36b0202d5008ae19cfb8deb9cf068,46,ASN-0126,SCN-0126,A03,ACCEPTED,null,null,COMPLETED,2026-07-22 04:42:56.923026+00,ORG-S0023,S0023,일,20:00,COUPLE,null,40S,FROM_60_TO_120,UNDER_10000,REST,NO_PREFERENCE,NO_PREFERENCE,REQUIRED,S0069,MOTHER Offline,F&B,카페·디저트,카페,서울특별시 용산구 이태원로55나길 6 1층,https://pcmap.place.naver.com/restaurant/1028591286/home,Americano,7000.0,활기참,Y,14,17,1,평탄,OPEN,Y,KNOWN,"{""phone"":""02-792-0776"",""latitude"":""37.5366296"",""store_id"":""S0069"",""active_yn"":""Y"",""age_group"":""40S"",""longitude"":""126.9989772"",""place_url"":""https://pcmap.place.naver.com/restaurant/1028591286/home"",""atmosphere"":""활기참"",""store_name"":""MOTHER Offline"",""visit_time"":""20:00"",""budget_code"":""UNDER_10000"",""day_of_week"":""일"",""gender_code"":null,""origin_id_x"":""ORG-S0023"",""origin_id_y"":""ORG-S0023"",""scenario_id"":""SCN-0126"",""slope_level"":""평탄"",""annotator_id"":""A03"",""category_sub"":""카페"",""price_status"":""KNOWN"",""purpose_code"":""REST"",""road_address"":""서울특별시 용산구 이태원로55나길 6 1층"",""category_main"":""카페·디저트"",""category_group"":""F&B"",""companion_type"":""COUPLE"",""naver_place_id"":""1028591286"",""opening_status"":""OPEN"",""parking_status"":""Y"",""shown_store_id"":""S0069"",""atmosphere_code"":""NO_PREFERENCE"",""hill_preference"":""NO_PREFERENCE"",""origin_store_id"":""S0023"",""assignment_policy"":""BALANCED_RANDOM"",""parking_available"":""Y"",""atmosphere_display"":""활기참"",""origin_elevation_m"":""60"",""parking_preference"":""REQUIRED"",""available_time_code"":""FROM_60_TO_120"",""representative_item"":""Americano"",""destination_store_id"":""S0069"",""destination_elevation_m"":""60"",""estimated_slope_percent"":""0.0"",""estimated_uphill_gain_m"":""0"",""representative_price_krw"":""7000.0"",""straight_line_distance_m"":""14"",""estimated_walking_time_min"":""1"",""estimated_walking_distance_m"":""17""}"
